Inf,Club,Club Job,Preferred Job,Salary,Rating,WR,Tac Knw,Att,Def,Men,Tec,TCo,Mot,Det,Dis,Personality,Name
FrA,,-,Loan Manager,-,,,10,8,11,9,10,7,13,13,18,Temperamental,Santi Zamora
,OGC Nice,Head of Sports Science,Sports Scientist,"$5,750 p/w",,,8,7,8,8,8,8,14,12,13,Fairly Professional,Bernard Cora
,Lyon,Physio,Physio,"$4,800 p/w",,,6,5,5,5,5,6,13,16,11,Fairly Determined,Jérémy Jacquemot
,Spezia,Assistant Coach,Assistant Coach,"$2,700 p/w",,,11,14,11,14,8,15,17,15,16,Resolute,Luigi Riccio
,SPAL,General Manager,General Manager,"$2,600 p/w",,,13,8,5,8,8,9,13,14,8,Fairly Professional,Davide Vagnati
,Villarreal,Scout,Scout,"$2,900 p/w",,,14,7,4,7,7,8,12,10,19,Balanced,Adrián Adán
,Paris Saint-Germain,Head of Sports Science,Sports Scientist,"$11,000 p/w",,,5,9,9,9,9,5,16,19,11,Determined,Martin Buchheit
,Real Betis,Head of Sports Science,Sports Scientist,"$3,900 p/w",,,9,12,11,12,14,10,13,14,11,Fairly Sporting,Gorka Pascual
FrA,,-,Assistant Coach,-,,,18,6,16,14,10,13,10,14,19,Professional,Mauro Tassotti
,Desportivo das Aves,Goalkeeping Coach,Goalkeeping Coach,"$1,800 p/w",,,13,8,6,12,8,12,18,17,19,Resolute,Quim
FrA,,-,Coach,-,,,14,14,11,15,14,16,20,11,17,Fairly Ambitious,Antonio Gómez
,Villarreal,Head of Sports Science,Sports Scientist,"$5,250 p/w",,,8,7,8,7,6,9,14,13,10,Balanced,Jordi Vives
,Villarreal,Chief Data Analyst,Data Analyst,"$4,800 p/w",,,7,8,5,8,6,7,6,13,18,Balanced,Jorge Sifré
FrA,,-,Loan Manager,-,,,12,14,10,6,10,9,15,13,17,Fairly Professional,Ramón Serramitja
,Austria Wien,Technical Director,Technical Director,"$2,600 p/w",,,9,10,8,17,10,9,12,15,12,Fairly Determined,Alexander Bade
,Atalanta,Physio,Physio,"$3,900 p/w",,,1,1,1,12,1,1,15,15,10,Fairly Determined,Gabriele Massucci
,Cremonese,Head Physio,Physio,"$1,900 p/w",,,7,5,5,5,5,6,12,14,3,Spirited,Luca Mascia
,Bologna,Physio,Physio,"$4,000 p/w",,,8,5,5,5,5,5,13,13,18,Balanced,Simone Spelorzi
,Atalanta,Scout,Scout,"$3,400 p/w",,,13,8,6,5,5,10,12,16,8,Fairly Determined,Angelo Quarto
,Rio Ave,Scout,Scout,"$4,500 p/w",,,13,8,8,8,8,8,11,15,15,Fairly Determined,Ignazio Costa
,Juventus,Data Analyst,Data Analyst,"$4,100 p/w",,,16,9,7,9,9,12,12,7,16,Balanced,Giuseppe Vernamonte
,Fiorentina,Scout,Scout,"$3,500 p/w",,,15,9,9,7,9,13,10,13,19,Balanced,Antonello Corradino
,Real Betis,Chief Data Analyst,Data Analyst,"$5,250 p/w",,,10,2,7,7,7,9,6,12,15,Balanced,Dani Muñoz
,Everton,Physio,Physio,"$1,500 p/w",,,2,1,1,13,1,1,15,15,7,Fairly Determined,Andrea Marotta
,Watford,Fitness Coach,Fitness Coach,"$3,900 p/w",,,10,9,5,9,9,9,17,15,16,Model Citizen,José Alfonso Morcillo
,Sampdoria,Fitness Coach,Fitness Coach,"$2,000 p/w",,,2,1,1,14,1,1,15,15,18,Resolute,Mauro Baldus
FrA,,-,Technical Director,-,,,14,14,18,9,8,11,12,18,10,Determined,Martí Díez
,Varzim SC,Goalkeeping Coach,Goalkeeping Coach,"$1,600 p/w",,,3,8,8,7,6,7,20,14,4,Professional,Paulo Lopes
,Extremadura,Head of Youth Development,Head of Youth Development,"$2,300 p/w",,,10,15,13,10,18,10,20,14,10,Balanced,Javi Pérez
,Fiorentina,Physio,Physio,"$5,000 p/w",,,6,5,5,5,5,5,15,14,13,Balanced,Simone Mazzei
,Juventus,Under 20s Fitness Coach,Fitness Coach,"$3,200 p/w",,,3,2,2,6,6,8,15,14,19,Balanced,Ivan Teoli
,Everton,Fitness Coach,Fitness Coach,"$7,750 p/w",,,6,8,5,8,4,8,17,13,11,Balanced,Manuel Morabito
,Sassuolo,Head of Youth Development,Head of Youth Development,"$6,500 p/w",,,12,15,14,12,14,12,15,18,5,Determined,Francesco Palmieri
FrA,,-,Assistant Coach,-,,,12,12,17,12,13,12,15,12,16,Fairly Loyal,Orlando Trustfull
,Atalanta,Chief Data Analyst,Data Analyst,"$4,300 p/w",,,8,8,8,8,8,7,13,13,6,Balanced,Marco Riggio
,Brescia,General Manager,General Manager,"$6,250 p/w",,,14,6,8,8,7,8,14,12,6,Fairly Sporting,Giovanni Carnevali
,Sampdoria,Head Physio,Physio,"$3,300 p/w",,,7,5,5,5,5,6,17,11,17,Balanced,Roberto Cappannelli
,Juventus,Scout,Scout,"$1,000 p/w",,,8,9,9,9,9,6,13,16,13,Fairly Determined,Antonio Colonna
FrA,,-,Technical Director,-,,,15,11,15,13,12,13,16,13,8,Balanced,Julián Lamarca
,Sampdoria,Goalkeeping Coach,Goalkeeping Coach,"$4,800 p/w",,,10,8,8,14,7,7,16,15,16,Spirited,Fabrizio Lorieri
,Bournemouth,Coach,Coach,"$2,200 p/w",,,10,14,16,15,14,12,20,16,12,Fairly Determined,Hugo Faria
,SC Braga,Coach,Coach,"$2,500 p/w",,,12,10,14,14,10,13,15,19,18,Driven,João Pereira
FrA,,-,Technical Director,-,,,16,15,10,10,16,16,18,17,12,Light-Hearted,Francis García
FrA,,-,Technical Director,-,,,8,12,15,9,12,7,17,17,2,Fairly Determined,Juan Jesús Pérez
,Bologna,Chief Data Analyst,Data Analyst,"$4,500 p/w",,,16,5,8,8,5,14,5,16,13,Fairly Determined,Davide Lamberti
Wnt,Bologna,Coach,Coach,"$6,500 p/w",,,12,11,14,15,12,16,18,16,13,Resolute,Renato Baldi
,Strasbourg,Goalkeeping Coach,Goalkeeping Coach,"$3,000 p/w",,,12,8,8,7,8,8,16,13,11,Balanced,José Sambade
,Cagliari,Head Physio,Physio,"$3,000 p/w",,,6,5,5,5,3,6,14,13,3,Balanced,Simone Ruggiu
FrA,,-,Physio,-,,,9,5,5,5,5,8,15,13,9,Balanced,Marcos Martín
,Cagliari,Head of Sports Science,Sports Scientist,"$4,000 p/w",,,8,4,8,6,5,8,13,13,12,Balanced,Francesco Fois
Wnt,Stade Rennais,Head of Youth Development,Head of Youth Development,"$8,500 p/w",,,16,15,16,15,16,16,20,16,8,Resolute,Denis Arnaud
,Vitória de Setúbal,Assistant Coach,Assistant Coach,"$3,900 p/w",,,16,10,10,11,11,14,13,14,8,Balanced,Nuno Presume
,CD Leganés,Goalkeeping Coach,Goalkeeping Coach,"$6,250 p/w",,,7,6,7,11,3,7,20,17,18,Fairly Determined,Carlos Sánchez
,FC Barcelona,Scout,Scout,"$7,000 p/w",,,12,13,6,11,12,10,11,13,12,Professional,Miki Albert
Wnt,CD Leganés,Coach,Coach,"$7,750 p/w",,,11,12,14,12,13,14,20,12,9,Balanced,Pedro Hernández
,Parma,Fitness Coach,Fitness Coach,"$2,700 p/w",,,9,7,8,7,8,7,13,12,8,Balanced,Danilo Massi
,Athletic Club,Under 19s Coach,Coach,"$3,300 p/w",,,13,15,16,14,13,13,15,13,13,Balanced,Andoni Galiano
FrA,,-,Assistant Coach,-,,,13,10,10,10,11,10,18,15,8,Resolute,Iñaki Bea
FrA,,-,Technical Director,-,,,10,8,6,8,5,6,17,16,12,Resolute,Joris Mathijsen
,Celta Vigo,Scout,Scout,"$4,000 p/w",,,8,6,6,6,8,6,3,16,15,Resolute,Borja Oubiña
,CS Marítimo,Assistant Coach,Assistant Coach,"$2,100 p/w",,,13,12,8,11,14,13,14,14,3,Fairly Sporting,João Mário
,Real Sociedad,Coach,Coach,"$6,750 p/w",,,16,8,13,11,11,13,20,15,8,Professional,Ion Ansotegi
,Rheindorf Altach,General Manager,General Manager,"$2,900 p/w",,,11,5,9,8,6,11,12,15,8,Perfectionist,Christian Möckel
,SPAL,Head Physio,Physio,"$2,000 p/w",,,9,5,5,5,5,10,14,13,11,Balanced,Matteo Evangelisti
,Atalanta,Fitness Coach,Fitness Coach,"$2,200 p/w",,,6,4,6,15,2,5,13,12,12,Fairly Professional,Daniele Tognaccini
,Genoa,Fitness Coach,Fitness Coach,"$3,400 p/w",,,10,8,9,9,10,10,12,11,15,Fairly Professional,Alessandro Pilati
FrA,,-,Technical Director,-,,,13,7,11,15,15,16,15,15,10,Model Citizen,Jesús María Agirre
,PAOK,Coach,Coach,$700 p/w,,,13,13,6,15,18,14,20,14,11,Fairly Loyal,Vítor Castanheira
FrA,,-,Technical Director,-,,,12,15,14,12,12,12,17,6,17,Unambitious,Abdón Ramírez
,FC Barcelona,Coach,Coach,"$6,500 p/w",,,10,19,4,16,20,8,16,14,15,Professional,Raúl José
,FC Barcelona,Under 19s Fitness Coach,Fitness Coach,"$2,800 p/w",,,7,9,5,16,5,9,10,15,18,Resolute,Mário Monteiro
,Reims,Goalkeeping Coach,Goalkeeping Coach,"$5,250 p/w",,,8,6,7,12,8,8,15,12,15,Spirited,Sébastien Hamel
,FC Barcelona,Coach,Coach,"$4,600 p/w",,,10,10,19,16,20,9,12,14,15,Fairly Professional,Paul McGuinness
,Desportivo das Aves,Head Physio,Physio,"$1,400 p/w",,,2,5,5,5,5,4,12,16,7,Resolute,Vítor Pimenta
,CF Fuenlabrada,Assistant Coach,Assistant Coach,"$1,700 p/w",,,10,8,8,8,7,8,19,12,15,Balanced,Paco Imbernón
Wnt,Frosinone,Coach,Coach,"$2,400 p/w",,,8,8,9,9,11,8,15,18,11,Driven,Alessio Rubicini
,Al-Hilal (KSA),Goalkeeping Coach,Goalkeeping Coach,"$1,200 p/w",,,14,8,8,12,8,11,19,13,4,Light-Hearted,José Moreira
FrA,,-,General Manager,-,,,6,20,1,10,12,10,13,14,6,Spirited,Marc Overmars
,SC Braga,Head Physio,Physio,"$2,100 p/w",,,4,5,5,5,5,5,16,14,6,Fairly Professional,Francisco Miranda
,Parma,General Manager,General Manager,"$1,000 p/w",,,9,8,8,6,8,8,13,13,7,Balanced,Daniele Faggiano
FrA,,-,Coach,-,,,14,12,10,13,14,15,17,11,18,Balanced,Iain Brunskill
FrA,,-,Sports Scientist,-,,,10,7,9,9,9,9,15,15,9,Fairly Determined,Gary Walker
,SL Benfica,Under 23s Data Analyst,Data Analyst,"$5,250 p/w",,,15,9,9,9,8,15,14,16,7,Resolute,João Nuno Fonseca
,Real Sporting,Chief Data Analyst,Data Analyst,"$3,300 p/w",,,8,10,12,12,11,8,9,20,13,Professional,Guille Zamora
,CD Santa Clara,Chief Scout,Scout,"$4,000 p/w",,,14,8,8,8,8,9,12,14,13,Balanced,José Laranjeira
FrA,,-,Coach,-,,,14,14,10,15,15,14,16,14,8,Balanced,Gianni Picchioni
,Marseille,Marseille 2 Fitness Coach,Fitness Coach,"$1,700 p/w",,,7,6,8,6,6,7,13,13,11,Fairly Professional,Sébastien Sangnier
,Arsenal,Coach,Assistant Coach,"$19,250 p/w",,,13,13,12,13,13,13,12,14,14,Fairly Professional,Albert Stuivenberg
FrA,,-,Assistant Coach,-,,,10,11,11,10,11,10,13,13,10,Balanced,Sérgio Costa
,GD Chaves,Goalkeeping Coach,Goalkeeping Coach,"$2,300 p/w",,,5,4,8,5,8,8,17,8,13,Balanced,Toni
,Paris Saint-Germain,Physio,Physio,"$6,750 p/w",,,9,5,5,5,5,6,14,13,11,Balanced,Gaël Pasquer
,Bologna,Coach,Coach,"$6,250 p/w",,,18,13,13,12,11,20,13,16,13,Light-Hearted,Emilio De Leo
,Hamburger SV,Goalkeeping Coach,Goalkeeping Coach,"$3,000 p/w",,,8,8,5,13,9,8,20,14,7,Balanced,Markus Miller
,FC Nantes,Chief Scout,Scout,"$4,500 p/w",,,15,8,8,8,8,9,5,14,13,Fairly Loyal,Matthieu Bideau
,VfL Wolfsburg,Assistant Coach,Assistant Coach,"$11,250 p/w",,,12,13,15,13,13,15,14,12,5,Fairly Professional,Tobias Zellner
,Juventus,Scout,Scout,"$4,900 p/w",,,15,1,5,10,3,3,13,13,9,Balanced,Massimiliano Colucci
FrA,,-,Fitness Coach,-,,,7,6,7,8,8,8,20,15,16,Resolute,Paulo Mourão
,FC Barcelona,Scout,Scout,"$3,500 p/w",,,11,8,4,5,8,8,12,13,7,Balanced,Flávio Costa
,CD Nacional,Assistant Coach,Assistant Coach,"$3,900 p/w",,,11,15,11,11,9,12,18,13,6,Balanced,Nuno Silva
FrA,,-,Assistant Coach,-,,,14,11,14,12,15,11,18,11,14,Model Professional,Arnoud-Michel Royon
,Vitória de Guimarães,Chief Data Analyst,Data Analyst,"$4,100 p/w",,,6,8,3,8,6,6,4,13,12,Fairly Professional,Rui Pinheiro
,Eintracht Frankfurt,Assistant Coach,Assistant Coach,"$8,750 p/w",,,15,13,11,17,14,15,18,13,8,Fairly Professional,Jan-Moritz Lichte
,SC Braga,Assistant Coach,Assistant Coach,"$5,000 p/w",,,11,12,14,12,12,12,15,12,5,Balanced,Adélio Cândido
,Udinese,Scout,Scout,"$4,300 p/w",,,12,8,7,9,9,9,1,14,16,Balanced,Grads Fühler
Bid,,-,Data Analyst,-,,,10,9,9,9,7,9,15,14,7,Balanced,Pedro Marques
,SL Benfica,Under 23s Sports Scientist,Sports Scientist,"$3,900 p/w",,,5,5,8,7,7,5,17,16,15,Fairly Determined,André Silvério
,Hannover 96,Assistant Coach,Assistant Coach,"$5,500 p/w",,,12,12,12,12,13,11,18,14,9,Fairly Professional,Eddy Sözer
FrA,,-,Assistant Coach,-,,,10,12,12,13,13,11,13,14,3,Ambitious,Volkan Bulut
,Watford,Fitness Coach,Fitness Coach,"$3,800 p/w",,,11,5,7,8,8,9,15,14,12,Fairly Loyal,Benoît Pickeu
,Eintracht Frankfurt,Under 19s Coach,Coach,"$1,000 p/w",,,10,12,12,16,15,9,20,13,8,Balanced,Jan Fießer
,1. FC Köln,Under 19s Assistant Coach,Assistant Coach,"$6,500 p/w",,,9,10,8,13,9,8,18,14,10,Fairly Professional,Uwe Speidel
,Sporting CP,Head Physio,Physio,"$4,200 p/w",,,7,5,5,5,5,6,18,14,7,Balanced,Hugo Fontes
,Strasbourg,Assistant Coach,Assistant Coach,"$3,700 p/w",,,16,11,11,13,13,15,12,16,15,Resolute,Frédéric Bompard
,Hamburger SV,Fitness Coach,Fitness Coach,"$2,700 p/w",,,6,7,9,17,7,9,14,14,14,Balanced,Markus Günther
,Vitória de Setúbal,Head Physio,Physio,"$1,600 p/w",,,10,5,5,5,5,8,20,10,14,Balanced,Luís Nascimento
FrA,,-,Head Coach,-,,,13,15,12,14,14,16,16,15,14,Resolute,Julien Stéphan
,Rio Ave,Assistant Coach,Assistant Coach,"$2,000 p/w",,,11,10,9,18,17,14,20,13,16,Professional,Luís Nascimento
,Amiens SC,Under 19s Assistant Coach,Assistant Coach,"$2,700 p/w",,,13,13,12,12,14,12,18,16,14,Fairly Determined,Julien Ielsch
,Belenenses SAD,Coach,Coach,"$1,700 p/w",,,7,9,7,6,6,8,14,14,9,Balanced,Franclim Carvalho
,Paris Saint-Germain,Physio,Physio,"$7,000 p/w",,,8,5,5,5,5,7,13,14,10,Fairly Professional,Joffrey Martin
,OGC Nice,Coach,Coach,"$4,100 p/w",,,8,12,15,13,13,10,20,18,10,Driven,Emerse Faé
,FC Barcelona,Physio,Physio,"$6,250 p/w",,,9,5,5,5,5,7,12,18,10,Professional,Rúben Ferreira
,Shakhtar,Assistant Coach,Assistant Coach,"$1,700 p/w",,,15,11,12,11,13,11,17,17,6,Fairly Determined,Vitor Severino
,PAOK,Assistant Coach,Assistant Coach,$850 p/w,,,14,12,14,13,13,14,14,12,7,Balanced,Carlos Martinho
,Cova da Piedade,Under 23s Coach,Coach,"$4,100 p/w",,,11,13,12,12,13,10,19,15,16,Resolute,Luís Tralhão
,FC Porto,Under 23s Physio,Physio,$160 p/w,,,6,5,5,5,5,5,9,13,12,Fairly Professional,Bruno Le Natur
Wnt,,-,Head Coach,-,,,13,12,12,11,12,13,19,15,11,Mercenary,Alexandre Paiva
,Montpellier HSC,Head of Sports Science,Sports Scientist,"$2,800 p/w",,,10,7,5,5,3,9,17,15,5,Fairly Determined,Guillaume Ravé
,Middlesbrough,Head of Youth Development,Head of Youth Development,"$2,600 p/w",,,8,15,10,11,14,13,20,14,6,Balanced,Jordan McCann
FrA,,-,Head of Youth Development,-,,,11,13,13,16,13,14,19,13,6,Balanced,Dan Bolas
FrA,,-,Assistant Coach,-,,,13,11,12,10,14,14,20,17,9,Fairly Determined,Danilo Butorovic
,West Brom,Under 23s Sports Scientist,Sports Scientist,"$1,700 p/w",,,7,7,7,7,7,6,14,14,18,Balanced,Lee Marsh
,Wolves,Under 18s Assistant Coach,Assistant Coach,"$2,800 p/w",,,12,10,12,13,15,16,18,14,7,Balanced,Andy Sharp
,Elche,Assistant Coach,Assistant Coach,"$1,400 p/w",,,15,10,11,10,10,18,19,15,18,Resolute,Roberto Perera
,Norwich,Under 18s Coach,Coach,"$1,900 p/w",,,10,12,14,13,13,14,16,14,11,Balanced,Dean Wright
,Hertha BSC,Physio,Physio,"$2,000 p/w",,,5,5,5,5,5,5,15,13,9,Balanced,Michael Becker
FrA,,-,Coach,-,,,9,13,13,14,16,13,20,13,13,Balanced,Matt Craddock
,Wolves,Under 18s Goalkeeping Coach,Goalkeeping Coach,"$1,300 p/w",,,9,8,8,14,12,11,18,12,14,Balanced,Christopher Butler
,FC Barcelona,Coach,Coach,"$5,500 p/w",,,15,9,18,15,11,16,12,16,15,Fairly Determined,Miguel D'Agostino
,Udinese,Goalkeeping Coach,Goalkeeping Coach,"$2,600 p/w",,,6,8,8,9,8,8,19,16,16,Professional,Lorenzo Squizzi
FrA,,-,Sports Scientist,-,,,6,7,16,6,8,6,15,16,13,Resolute,Óscar Fullana
,SD Huesca,Assistant Coach,Assistant Coach,"$4,500 p/w",,,11,13,12,12,13,13,15,10,14,Fairly Professional,Jaime Ramos
,SD Eibar,Head of Sports Science,Sports Scientist,"$5,500 p/w",,,14,7,7,7,5,6,19,19,5,Determined,Fernando Iturbe
,OGC Nice,Fitness Coach,Fitness Coach,"$3,800 p/w",,,4,7,7,7,7,6,16,16,7,Fairly Determined,Matthew Cook
,Newcastle,Sports Scientist,Sports Scientist,"$2,100 p/w",,,9,8,8,8,8,8,14,14,13,Light-Hearted,Jamie Harley
,Newcastle,Fitness Coach,Fitness Coach,"$1,600 p/w",,,3,1,1,1,1,1,14,14,11,Light-Hearted,Cristian Fernandez Martinez
FrA,,-,Sports Scientist,-,,,8,8,6,8,6,8,17,13,6,Balanced,Adam Kerr
FrA,,-,Assistant Coach,-,,,13,9,6,19,15,16,18,13,15,Balanced,Christian Lattanzio
,Watford,Scout,Scout,"$2,400 p/w",,,13,6,5,6,5,6,10,16,14,Fairly Determined,Andy Howe
,Cardiff,Head Physio,Physio,"$1,700 p/w",,,6,5,5,4,5,4,18,12,10,Balanced,James Rowland
,Norwich,Goalkeeping Coach,Goalkeeping Coach,$925 p/w,,,6,4,3,7,8,7,17,14,8,Fairly Sporting,Ed Wootten
,Cagliari,Coach,Coach,"$4,000 p/w",,,11,14,14,14,14,11,13,15,11,Professional,Salvatore Foti
,West Brom,Technical Director,Technical Director,"$8,500 p/w",,,18,6,6,4,6,9,12,17,14,Resolute,Luke Dowling
,Fiorentina,Scout,Scout,"$5,250 p/w",,,12,9,6,7,9,9,13,13,13,Fairly Sporting,Stefano Cappelletti
,Birmingham,Head of Youth Development,Head of Youth Development,"$1,800 p/w",,,14,14,14,15,14,18,18,18,18,Professional,Kristjaan Speakman
,Real Valladolid,Fitness Coach,Fitness Coach,"$1,700 p/w",,,6,7,3,7,5,7,13,8,15,Balanced,Javier Navarro Ballester
,Deportivo de La Coruña,Head of Youth Development,Head of Youth Development,"$8,750 p/w",,,13,12,15,13,14,12,20,15,10,Fairly Determined,Albert Gil
FrA,,-,Fitness Coach,-,,,6,5,9,9,7,9,13,13,5,Balanced,Matteo Osti
,Millwall,Head of Sports Science,Sports Scientist,$850 p/w,,,9,7,9,12,8,9,18,16,3,Professional,Laurence Bloom
,Willem II,General Manager,General Manager,"$5,500 p/w",,,12,8,8,9,7,9,11,15,14,Fairly Determined,Martin van Geel
,FC Barcelona B,Goalkeeping Coach,Goalkeeping Coach,"$3,400 p/w",,,10,3,6,14,19,17,9,13,19,Light-Hearted,Bobby Mimms
,Preston,Fitness Coach,Fitness Coach,"$1,200 p/w",,,10,3,3,7,7,8,18,7,15,Balanced,Tom Little
,Peralada,Assistant Coach,Assistant Coach,$275 p/w,,,14,8,11,9,8,14,19,15,12,Resolute,Javi García
FrA,,-,Sports Scientist,-,,,7,8,7,6,8,7,15,12,17,Fairly Ambitious,David Cosgrave
Ama,ASPIRE,Physio,Physio,N/A,,,7,5,5,5,5,6,15,12,10,Fairly Ambitious,Amanda Johnson
,Spezia,Under 20s Assistant Coach,Assistant Coach,"$1,100 p/w",,,11,16,7,13,13,12,14,14,11,Balanced,Andrea Paolucci
,Shakhtar,Coach,Coach,"$1,000 p/w",,,11,10,8,6,10,10,18,13,9,Balanced,Joao Brandao
FrA,,-,Fitness Coach,-,,,12,4,8,8,8,9,20,13,12,Balanced,Carlos Menéndez
,Sunderland,Head Physio,Physio,"$1,200 p/w",,,6,5,5,5,5,5,12,12,14,Balanced,Peter Brand
,PAOK,Fitness Coach,Fitness Coach,$400 p/w,,,7,2,8,7,3,6,15,13,7,Balanced,João Martins
,Norwich,Sports Scientist,Sports Scientist,"$2,300 p/w",,,9,5,5,8,6,8,13,12,16,Balanced,Niko Romm
FrA,,-,Head of Youth Development,-,,,15,15,17,14,13,16,12,13,15,Fairly Professional,Dougie Wilson
FrA,,-,General Manager,-,,,9,6,8,8,8,9,16,12,16,Fairly Ambitious,Zlatko Zahovic
,Southampton,Sports Scientist,Sports Scientist,"$2,700 p/w",,,8,3,7,6,7,8,15,16,8,Fairly Determined,Mark Jarvis
,Racing de Santander,Goalkeeping Coach,Goalkeeping Coach,$800 p/w,,,8,8,3,13,4,7,15,13,14,Balanced,Nauzet
,Leicester,Under 18s Fitness Coach,Fitness Coach,"$1,900 p/w",,,6,8,7,8,7,7,19,17,11,Fairly Determined,Chris Organ
,Everton,Under 18s Fitness Coach,Fitness Coach,"$2,000 p/w",,,5,7,7,4,3,6,18,14,7,Balanced,John Curtis-Noonan
FrA,,-,Sports Scientist,-,,,7,8,8,8,7,8,14,14,13,Fairly Professional,James Redden
FrA,,-,Coach,-,,,9,14,10,16,12,14,20,18,15,Professional,Mikel Rico
,CD Leganés,Head of Youth Development,Head of Youth Development,"$11,000 p/w",,,9,13,17,15,10,15,20,16,9,Fairly Determined,Juan Domínguez
,Lyon,Scout,Scout,"$4,900 p/w",,,9,5,10,8,8,7,12,15,6,Resolute,Jérôme Bonnissel
,Man Utd,Under 18s Data Analyst,Data Analyst,"$2,300 p/w",,,4,3,7,6,7,6,5,12,15,Balanced,Ciaran Hughes
,SD Eibar,Physio,Physio,"$3,300 p/w",,,9,5,5,5,5,8,13,12,17,Balanced,Eduardo Álvarez Gil
,Athletic Club,Chief Scout,Scout,"$6,500 p/w",,,13,8,8,8,8,12,15,10,13,Balanced,Iñaki Morán
,FC Barcelona,Physio,Physio,"$6,250 p/w",,,5,3,2,6,3,5,14,16,13,Light-Hearted,Jaume Munill
,Everton,Under 18s Goalkeeping Coach,Goalkeeping Coach,"$1,700 p/w",,,10,7,8,12,8,9,20,14,1,Balanced,Joe Peterson
,Reading,Head of Sports Science,Sports Scientist,"$1,500 p/w",,,8,8,8,8,7,9,17,14,11,Balanced,Eddie Lattimore
FrA,,-,Coach,-,,,9,11,19,12,11,13,18,12,10,Balanced,Tom Culshaw
,Fiorentina,Data Analyst,Data Analyst,"$3,100 p/w",,,10,8,8,8,8,9,13,14,19,Balanced,Giovanni Cerra
,Burnley,Under 18s Goalkeeping Coach,Goalkeeping Coach,"$1,600 p/w",,,8,6,7,12,8,8,20,12,3,Balanced,Martin Wilkinson
FrA,,-,Coach,-,,,7,13,13,16,10,14,14,13,4,Balanced,David De Dios
,Watford,Chief Data Analyst,Data Analyst,"$2,500 p/w",,,7,8,8,8,8,7,6,14,13,Balanced,James Best
,Leicester,Under 18s Sports Scientist,Sports Scientist,"$1,200 p/w",,,7,8,8,8,7,8,18,17,9,Fairly Determined,Gary Capes
,VfL Wolfsburg,Head of Youth Development,Head of Youth Development,"$6,250 p/w",,,15,8,6,7,8,8,19,18,10,Driven,Pablo Thiam
,Leicester,Under 23s Sports Scientist,Sports Scientist,"$1,300 p/w",,,6,8,8,8,8,8,20,16,9,Fairly Determined,Kevin Paxton
,FC Barcelona,Coach,Coach,"$10,000 p/w",,,11,9,9,18,16,17,10,13,15,Jovial,Ivan Moretto
FrA,,-,Technical Director,-,,,14,17,16,13,13,13,12,13,15,Fairly Professional,Michael Daly
,Leicester,Data Analyst,Data Analyst,"$4,100 p/w",,,10,8,8,8,8,7,15,12,9,Balanced,Andy Blake
,Leicester,Sports Scientist,Fitness Coach,"$1,200 p/w",,,5,8,8,6,6,6,16,13,18,Balanced,Tom Joel
,Burnley,Chief Data Analyst,Data Analyst,"$2,500 p/w",,,11,8,8,8,5,8,9,14,12,Balanced,Adam Fairclough
,Man Utd,Under 23s Physio,Physio,"$1,900 p/w",,,8,5,5,5,5,6,12,16,3,Fairly Determined,Tom Hughes
,Everton,Sports Scientist,Sports Scientist,"$2,300 p/w",,,6,7,8,11,8,7,16,14,10,Balanced,David Flower
,Deportivo de La Coruña,Sports Scientist,Sports Scientist,"$3,900 p/w",,,9,8,8,8,6,8,14,14,4,Balanced,Fran Molano
,Southampton,Head of Sports Science,Sports Scientist,"$1,100 p/w",,,8,4,4,11,7,4,17,13,15,Balanced,Aleks Gross
,Norwich,Physio,Physio,"$1,100 p/w",,,7,5,5,5,5,5,12,11,15,Fairly Professional,Damien Bowyer
,Leicester,Scout,Scout,"$1,300 p/w",,,13,8,8,7,8,8,3,12,14,Balanced,Wayne Stephens
,Aston Villa,Scout,Scout,"$1,800 p/w",,,15,9,9,9,7,11,11,12,12,Balanced,Andy Sayer
,Aston Villa,Head of Youth Development,Head of Youth Development,"$7,750 p/w",,,14,12,13,12,12,14,18,15,10,Resolute,Mark Harrison
FrA,,-,Head Coach,-,,,10,9,16,13,13,11,20,16,13,Ambitious,Sol Campbell
FrA,,-,Sports Scientist,-,,,9,10,8,6,6,9,18,14,12,Balanced,Jake O'Halloran
,Blackburn,Fitness Coach,Fitness Coach,"$1,400 p/w",,,6,5,8,8,6,6,17,12,9,Balanced,Chris Rush
,Real Betis,Physio,Physio,"$6,000 p/w",,,4,5,5,5,5,5,15,10,13,Balanced,Manuel Alcantarilla
,Real Sociedad,Head of Youth Development,Head of Youth Development,"$13,500 p/w",,,15,13,15,15,14,15,13,13,2,Balanced,Luki Iriarte
FrA,,-,Coach,-,,,11,8,7,9,11,11,20,15,16,Fairly Determined,Peter Hood
,FC Barcelona,Head of Sports Science,Sports Scientist,"$8,500 p/w",,,6,1,1,1,1,1,17,15,20,Fairly Determined,Antonio Gómez
,Cultural Leonesa,Coach,Coach,$675 p/w,,,9,12,14,17,14,12,16,12,6,Balanced,Israel Martínez Prieto
,Crystal Palace,Under 23s Physio,Physio,"$1,700 p/w",,,10,5,5,5,5,8,14,14,8,Balanced,Stuart Millward
FrA,,-,Fitness Coach,-,,,5,7,8,16,6,6,12,13,8,Balanced,Chris Jones
Bid,,-,Sports Scientist,-,,,15,9,9,17,9,15,15,18,15,Driven,Michael Lindeman
